id,text,speaker,turn,emotion_major,emotion_minor,situation,gender,age,environment,cluster_l1,cluster_l2,text_length,session_id,length_quartile
23798_3_human,직원들한테 퇴근하고 이야기 해볼 거야.,human,3,분노,좌절한,"직장, 업무 스트레스",여성,중년,,emotion_분노,"emotion_분노_situation_직장, 업무 스트레스",21,23798,short
8070_1_human,남자친구를 밖에서 한 시간을 기다렸어.,human,1,분노,짜증내는,"연애,결혼,출산",남성,청년,,emotion_분노,"emotion_분노_situation_연애,결혼,출산",21,8070,short
28519_1_human,요즘은 하고 싶은 일도 없고 만사가 귀찮아.,human,1,분노,짜증내는,재정,여성,노년,,emotion_분노,emotion_분노_situation_재정,24,28519,short
28167_1_human,알코올 중독인 친구가 연락이 되지 않아 걱정돼.,human,1,분노,안달하는,"건강,죽음",남성,노년,,emotion_분노,"emotion_분노_situation_건강,죽음",26,28167,short
9966_1_human,요즘 남편 때문에 화가 나.,human,1,분노,분노,"대인관계(부부, 자녀)",여성,중년,,emotion_분노,"emotion_분노_situation_대인관계(부부, 자녀)",15,9966,short
18089_1_human,아내는 항상 같은 메뉴로 식사를 준비해줘.,human,1,분노,툴툴대는,"연애,결혼,출산",남성,청년,,emotion_분노,"emotion_분노_situation_연애,결혼,출산",23,18089,short
35947_3_human,안 그래도 내일은 똑바로 말씀드릴거야.,human,3,분노,노여워하는,학업 및 진로,여성,청소년,,emotion_분노,emotion_분노_situation_학업 및 진로,21,35947,short
3993_3_human,그러게 말이야. 정말 기분 나빠.,human,3,분노,구역질 나는,대인관계,여성,청년,,emotion_분노,emotion_분노_situation_대인관계,18,3993,short
9961_2_human,좋아하지. 담배까지 하니까 더 문제인 것 같아.,human,2,분노,악의적인,건강,여성,중년,,emotion_분노,emotion_분노_situation_건강,26,9961,short
50543_3_human,잠시 휴식기를 갖는 것도 좋은 방법인 것 같아.,human,3,분노,짜증내는,"직장, 업무 스트레스",여성,중년,,emotion_분노,"emotion_분노_situation_직장, 업무 스트레스",26,50543,short
29300_2_human,오늘은 친정에 가서 쉬다와야 겠어.,human,2,분노,악의적인,"대인관계(부부, 자녀)",여성,중년,,emotion_분노,"emotion_분노_situation_대인관계(부부, 자녀)",19,29300,short
3830_1_human,다른 부서 일이 자꾸 넘어와서 걱정이야.,human,1,분노,방어적인,"직장, 업무 스트레스",여성,중년,,emotion_분노,"emotion_분노_situation_직장, 업무 스트레스",22,3830,short
27700_1_human,요즘 혼란스러워서 미치겠어.,human,1,분노,구역질 나는,"대인관계(부부, 자녀)",여성,중년,,emotion_분노,"emotion_분노_situation_대인관계(부부, 자녀)",15,27700,short
36043_1_human,빨리 수시를 치르고 대학에 붙고 싶어.,human,1,분노,안달하는,학업 및 진로,남성,청소년,,emotion_분노,emotion_분노_situation_학업 및 진로,21,36043,short
26962_2_human,맞아. 나도 좀 쉬고 싶어.,human,2,분노,짜증내는,"연애,결혼,출산",남성,청년,,emotion_분노,"emotion_분노_situation_연애,결혼,출산",15,26962,short
32906_1_human,결혼 준비하다가 여자친구랑 결국 파혼했어.,human,1,분노,좌절한,"연애,결혼,출산",남성,청년,,emotion_분노,"emotion_분노_situation_연애,결혼,출산",23,32906,short
29482_1_human,요즘은 짜증나서 친구들과 도저히 대화를 못하겠어.,human,1,분노,짜증내는,대인관계,여성,노년,,emotion_분노,emotion_분노_situation_대인관계,27,29482,short
4102_1_human,내가 진짜 친구가 있는지 의심이 들어.,human,1,분노,분노,대인관계,여성,청년,,emotion_분노,emotion_분노_situation_대인관계,21,4102,short
4411_1_human,노후를 어떻게 보내야 할지 걱정돼.,human,1,분노,노여워하는,재정,남성,노년,,emotion_분노,emotion_분노_situation_재정,19,4411,short
8251_2_human,내 생각이랑 친구들 생각이 맞지 않아 불만이야.,human,2,분노,툴툴대는,대인관계,남성,청년,,emotion_분노,emotion_분노_situation_대인관계,26,8251,short
41826_1_human,얼마 전에 동생이 죽었어.,human,1,분노,좌절한,"건강,죽음",남성,노년,,emotion_분노,"emotion_분노_situation_건강,죽음",14,41826,short
31047_1_human,몸이 아파서 며칠 동안 일을 못한 내게 화가 나.,human,1,분노,분노,건강,남성,중년,,emotion_분노,emotion_분노_situation_건강,27,31047,short
50200_2_human,아비 노릇도 못 하는 것 같아 무가치하게 느껴져.,human,2,분노,성가신,"대인관계(부부, 자녀)",남성,중년,,emotion_분노,"emotion_분노_situation_대인관계(부부, 자녀)",27,50200,short
36903_2_human,내 친구를 따돌리는 애들 때문에 진짜 화가 나.,human,2,분노,노여워하는,학교폭력/따돌림,여성,청소년,,emotion_분노,emotion_분노_situation_학교폭력/따돌림,26,36903,short
28226_3_human,아들과 직접 만나 더 자세히 얘기를 해봐야겠어.,human,3,분노,노여워하는,대인관계,여성,노년,,emotion_분노,emotion_분노_situation_대인관계,26,28226,short
32548_1_human,남편이 발을 안 씻고 자서 정말 불편해.,human,1,분노,구역질 나는,건강,여성,중년,,emotion_분노,emotion_분노_situation_건강,22,32548,short
40717_1_human,연락할 친구 하나 없다니. 왜 이렇게 살았을까.,human,1,분노,툴툴대는,대인관계,남성,노년,,emotion_분노,emotion_분노_situation_대인관계,26,40717,short
32773_2_human,너무 생명을 쉽게 생각하는 것 같아.,human,2,분노,분노,"연애,결혼,출산",남성,청년,,emotion_분노,"emotion_분노_situation_연애,결혼,출산",20,32773,short
40507_3_human,혼자가 된것같아 너무 외롭고 무섭데.,human,3,분노,방어적인,대인관계,남성,노년,,emotion_분노,emotion_분노_situation_대인관계,20,40507,short
4112_3_human,그렇게 말이야. 저녁 약속도 있는데 늦겠어.,human,3,분노,분노,"직장, 업무 스트레스",여성,중년,,emotion_분노,"emotion_분노_situation_직장, 업무 스트레스",24,4112,short
16421_3_human,며칠 먹었어. 몸에 문제가 생기면 어떡하지?,human,3,분노,안달하는,재정,여성,노년,,emotion_분노,emotion_분노_situation_재정,24,16421,short
20449_3_human,직접 만나서 대화해보는 게 좋을 것 같아.,human,3,분노,안달하는,재정,남성,노년,,emotion_분노,emotion_분노_situation_재정,23,20449,short
10928_1_human,이런 식으로는 희망이 있어. 완전히 절망적이라고.,human,1,분노,좌절한,"연애,결혼,출산",여성,청년,,emotion_분노,"emotion_분노_situation_연애,결혼,출산",27,10928,short
12579_2_human,이런 내가 찌질해 보여서 화나!,human,2,분노,악의적인,학업 및 진로,남성,청소년,,emotion_분노,emotion_분노_situation_학업 및 진로,17,12579,short
32673_1_human,남편이 아침마다 등산 가자고 성화인데 귀찮아.,human,1,분노,성가신,"건강,죽음",여성,노년,,emotion_분노,"emotion_분노_situation_건강,죽음",25,32673,short
36171_1_human,동생이 자꾸 놀아달라고 보채는데 너무 성가셔.,human,1,분노,성가신,가족관계,여성,청소년,,emotion_분노,emotion_분노_situation_가족관계,25,36171,short
13945_2_human,나를 도구로 생각하는 것 같아서 짜증이나.,human,2,분노,짜증내는,대인관계,여성,청년,,emotion_분노,emotion_분노_situation_대인관계,23,13945,short
38447_2_human,회사가 어려워져서 권고사직을 당했거든.,human,2,분노,좌절한,재정,남성,노년,,emotion_분노,emotion_분노_situation_재정,21,38447,short
28437_1_human,나 정말 화나고 억울해.,human,1,분노,분노,대인관계,여성,청년,,emotion_분노,emotion_분노_situation_대인관계,13,28437,short
46548_3_human,나가서 바람 좀 쐬고 산책 좀 해야겠어.,human,3,분노,좌절한,대인관계,남성,청년,,emotion_분노,emotion_분노_situation_대인관계,22,46548,short
41932_2_human,연세도 있지만 폐암으로 고생하시다 돌아가셨지.,human,2,분노,성가신,"건강,죽음",남성,노년,,emotion_분노,"emotion_분노_situation_건강,죽음",25,41932,short
29353_2_human,아빠한테 엄마 그만 무시하라고 말해야겠어.,human,2,분노,분노,가족관계,여성,청소년,,emotion_분노,emotion_분노_situation_가족관계,23,29353,short
8841_3_human,인사팀에게 말할 거야.,human,3,분노,성가신,"진로,취업,직장",남성,청년,,emotion_분노,"emotion_분노_situation_진로,취업,직장",12,8841,short
19891_2_human,너무 모욕적이야. 한 명씩 꼭 갚아주고 싶어.,human,2,분노,노여워하는,학교폭력/따돌림,남성,청소년,,emotion_분노,emotion_분노_situation_학교폭력/따돌림,25,19891,short
35304_3_human,잘 모르겠어. 상담 선생님한테 말해 볼까 봐.,human,3,분노,악의적인,학업 및 진로,여성,청소년,,emotion_분노,emotion_분노_situation_학업 및 진로,25,35304,short
4810_2_human,나한테 거짓말을 하고 놀러 나갔어.,human,2,분노,분노,"연애,결혼,출산",여성,청년,,emotion_분노,"emotion_분노_situation_연애,결혼,출산",19,4810,short
39735_1_human,나 정말 너무나 괴로워 못 견디겠네.,human,1,분노,안달하는,"건강,죽음",남성,노년,,emotion_분노,"emotion_분노_situation_건강,죽음",20,39735,short
47143_2_human,왜 맨날 싸우는 걸까? 너무 속상해.,human,2,분노,구역질 나는,가족관계,남성,청소년,,emotion_분노,emotion_분노_situation_가족관계,20,47143,short
13317_2_human,어떻게 그런 짓을 할 수가 있지? 용서가 안 돼.,human,2,분노,악의적인,"연애,결혼,출산",여성,청년,,emotion_분노,"emotion_분노_situation_연애,결혼,출산",27,13317,short
40503_1_human,내 자신이 싫네. 그냥 이유없이 외롭고 쓸쓸해.,human,1,분노,구역질 나는,대인관계,남성,노년,,emotion_분노,emotion_분노_situation_대인관계,26,40503,short
38566_1_human,이 나이에 쉽진 않지만 이혼하고 싶네.,human,1,분노,구역질 나는,"건강,죽음",여성,노년,,emotion_분노,"emotion_분노_situation_건강,죽음",21,38566,short
32579_3_human,경찰에 신고해야겠어.,human,3,분노,좌절한,대인관계,여성,청년,,emotion_분노,emotion_분노_situation_대인관계,11,32579,short
41016_1_human,살아있는 사람은 살아야 하겠지?,human,1,분노,노여워하는,"건강,죽음",여성,노년,,emotion_분노,"emotion_분노_situation_건강,죽음",17,41016,short
24659_3_human,자식들에게 고민 상담을 해봐야겠어.,human,3,분노,툴툴대는,재정,남성,노년,,emotion_분노,emotion_분노_situation_재정,19,24659,short
33865_3_human,응. 이게 좋은 것만은 아닌데 말이야.,human,3,분노,방어적인,"진로,취업,직장",남성,청년,,emotion_분노,"emotion_분노_situation_진로,취업,직장",21,33865,short
29815_2_human,도울사람 있나 봐야겠다.,human,2,분노,안달하는,"직장, 업무 스트레스",남성,중년,,emotion_분노,"emotion_분노_situation_직장, 업무 스트레스",13,29815,short
22696_3_human,아내에게 차분히 말해달라고 말해봐야겠어.,human,3,분노,악의적인,"대인관계(부부, 자녀)",남성,중년,,emotion_분노,"emotion_분노_situation_대인관계(부부, 자녀)",22,22696,short
9431_1_human,오늘 시어머니 전화 왔었어.,human,1,분노,성가신,건강,여성,중년,,emotion_분노,emotion_분노_situation_건강,15,9431,short
47750_1_human,남자친구랑 우리 부모님 때문에 싸웠어.,human,1,분노,좌절한,가족관계,여성,청소년,,emotion_분노,emotion_분노_situation_가족관계,21,47750,short
27875_1_human,만성 두통 때문에 큰 돈 들여 시술했어.,human,1,분노,방어적인,재정,여성,노년,,emotion_분노,emotion_분노_situation_재정,22,27875,short
41069_1_human,내가 뭘 그렇게 잘못한 거지?,human,1,분노,안달하는,대인관계,남성,노년,,emotion_분노,emotion_분노_situation_대인관계,16,41069,short
29301_2_human,게임기를 뺏었다가 공부를 하면 다시 돌려줘야겠어.,human,2,분노,안달하는,"대인관계(부부, 자녀)",여성,중년,,emotion_분노,"emotion_분노_situation_대인관계(부부, 자녀)",27,29301,short
10946_1_human,한국은 노인 빈곤이 심하다고 신문 기사에 나왔네.,human,1,분노,구역질 나는,"재정,은퇴,노후준비",여성,중년,,emotion_분노,"emotion_분노_situation_재정,은퇴,노후준비",27,10946,short
1988_1_human,부모님이 자꾸 취업을 강요하셔.,human,1,분노,안달하는,"진로,취업,직장",여성,청년,,emotion_분노,"emotion_분노_situation_진로,취업,직장",17,1988,short
47129_2_human,내가 못 해서 부모님이 간섭하시는 거겠지?,human,2,분노,안달하는,가족관계,여성,청소년,,emotion_분노,emotion_분노_situation_가족관계,23,47129,short
39222_3_human,퇴직금을 자식한테 주지 말고 모아둬야겠어.,human,3,분노,구역질 나는,재정,남성,노년,,emotion_분노,emotion_분노_situation_재정,23,39222,short
21014_2_human,내 자신이 너무 답답해.,human,2,분노,짜증내는,학교폭력/따돌림,여성,청소년,,emotion_분노,emotion_분노_situation_학교폭력/따돌림,13,21014,short
27700_2_human,돈이 자꾸 나도 모르게 사라지는 것 같아.,human,2,분노,구역질 나는,"대인관계(부부, 자녀)",여성,중년,,emotion_분노,"emotion_분노_situation_대인관계(부부, 자녀)",23,27700,short
40507_2_human,친구가 이혼을했는데 너무 힘들어해.,human,2,분노,방어적인,대인관계,남성,노년,,emotion_분노,emotion_분노_situation_대인관계,19,40507,short
27507_3_human,자식들에게 전화해서 욕이라도 실컷 하려고.,human,3,분노,악의적인,재정,여성,노년,,emotion_분노,emotion_분노_situation_재정,23,27507,short
13735_2_human,응. 나 몰래 연락하는 걸 보니 분노가 치밀어.,human,2,분노,분노,"연애,결혼,출산",여성,청년,,emotion_분노,"emotion_분노_situation_연애,결혼,출산",26,13735,short
